Review_ID,App_Name,User_Age,Review_Date,Rating,Review_Text,Likes,Device_Type,Version_Used,Country,Purchase_Amount,Category
230,WhatsApp,52,2023-04-18,4,"Great app, but sometimes it lags.",59,iPhone 12,1.46.9,US,10.55,Social
231,Spotify,28,2024-01-03,1,Not worth it. Limited music selection.,5,iPhone 12,1.25.7,Germany,11.22,Music
232,Candy Crush Saga,50,2023-12-16,3,"Fun, but it gets repetitive after a while.",40,iPhone 11,10.281.8,US,5.31,Games
233,Instagram,57,2023-06-15,3,"Good app, but too many ads.",36,iPhone 11,5.145.11,France,0.0,Social
234,Instagram,50,2023-08-31,1,Terrible experience. The app doesn't work properly.,10,iPhone 11,9.260.20,Mexico,6.05,Social
235,Duolingo,34,2024-07-18,4,Excellent for learning new skills!,96,iPhone SE,10.133.13,India,0.0,Education
236,Duolingo,28,2024-03-21,5,Excellent for learning new skills!,77,iPhone 11,5.241.11,Germany,0.0,Education
237,Headspace,36,2024-08-26,2,Could be better. Some sessions don't work.,14,iPhone 14,5.209.0,France,11.81,Health
238,Instagram,48,2023-04-06,5,"Great app, but sometimes it lags.",54,iPhone 13,1.4.2,UK,9.55,Social
239,Spotify,42,2024-07-05,3,"Good, but has connection issues sometimes.",40,iPhone 14,8.94.3,Mexico,13.82,Music
240,Clash of Clans,27,2024-02-09,5,Super fun and addictive! Can't stop playing.,80,iPhone 14,10.237.8,Canada,5.32,Games
241,Audible,22,2023-10-02,5,"Great app, but it's a bit pricey.",73,iPhone 13,8.55.13,Australia,0.0,Books
242,Audible,34,2024-09-12,1,Terrible. Very limited selection of books.,8,iPhone 12,3.243.17,Mexico,0.0,Books
243,Audible,37,2023-10-29,4,"Good, but needs more features for listeners.",45,iPhone 14,4.54.14,UK,0.0,Books
244,Candy Crush Saga,59,2023-08-16,1,Not worth the download. Keeps crashing.,7,iPhone X,9.244.14,Germany,0.0,Games
245,WhatsApp,43,2024-06-15,1,Terrible experience. The app doesn't work properly.,18,iPhone 14,4.296.17,Australia,0.0,Social
246,Headspace,21,2023-11-27,5,Very helpful for meditation and mental health.,89,iPhone 14,2.256.8,France,0.0,Health
247,Duolingo,40,2022-12-31,5,Excellent for learning new skills!,73,iPhone SE,4.240.1,Australia,0.0,Education
248,Duolingo,22,2023-06-06,1,"Useful, but some content is outdated.",56,iPhone X,4.182.12,France,10.56,Education
249,TikTok,38,2023-03-20,1,Terrible! Hard to navigate and slow.,8,iPhone 12,5.104.9,Australia,3.23,Entertainment
250,Spotify,30,2022-11-08,1,Not worth it. Limited music selection.,6,iPhone 14,4.188.11,Mexico,10.02,Music
251,Headspace,46,2023-08-26,2,"Good, but the premium content is expensive.",71,iPhone SE,3.116.13,France,14.98,Health
252,Clash of Clans,32,2023-08-14,2,Not worth the download. Keeps crashing.,16,iPhone 13,6.213.13,US,0.0,Games
253,Duolingo,21,2023-08-13,1,Disappointing. Hard to follow and buggy.,13,iPhone 12,2.136.2,Australia,8.85,Education
254,Clash of Clans,47,2024-01-01,2,"Great game, but too many in-game purchases.",65,iPhone X,7.66.6,India,18.47,Games
255,Duolingo,45,2024-05-07,5,Excellent for learning new skills!,73,iPhone 14,2.164.19,US,5.51,Education
256,Duolingo,22,2024-04-02,1,Disappointing. Hard to follow and buggy.,12,iPhone 11,1.277.17,Australia,12.84,Education
257,Headspace,27,2024-09-30,2,Not helpful at all. Content is repetitive.,18,iPhone 13,8.248.1,US,14.72,Health
258,Headspace,27,2023-08-28,3,Could be better. Some sessions don't work.,36,iPhone 14,6.126.16,France,14.2,Health
259,Instagram,35,2023-06-23,2,"Great app, but sometimes it lags.",56,iPhone SE,4.149.3,India,11.36,Social
260,WhatsApp,26,2024-02-18,1,Could be better. The app crashes frequently.,12,iPhone X,10.165.14,India,0.0,Social
261,Clash of Clans,41,2023-10-31,5,Super fun and addictive! Can't stop playing.,81,iPhone 13,5.174.19,Mexico,9.8,Games
262,TikTok,24,2024-06-07,4,"Good app, but the ads are annoying.",65,iPhone 13,9.105.17,US,9.15,Entertainment
263,Headspace,48,2023-11-18,1,Not helpful at all. Content is repetitive.,3,iPhone 11,10.243.3,US,6.19,Health
264,Spotify,22,2024-05-18,2,Not worth it. Limited music selection.,3,iPhone 13,2.167.13,Canada,10.15,Music
265,Spotify,35,2024-08-20,2,"The app is okay, but it crashes often.",38,iPhone 13,1.259.14,US,10.83,Music
266,Instagram,22,2023-06-12,4,"Great app, but sometimes it lags.",55,iPhone 12,4.102.1,Australia,0.0,Social
267,Zoom,24,2023-12-06,2,Worst experience. Constantly crashes during meetings.,14,iPhone 14,2.103.6,France,0.0,Business
268,Spotify,48,2023-02-08,4,"Great music collection, but needs offline mode.",78,iPhone 11,8.195.13,UK,0.0,Music
269,TikTok,45,2023-09-19,2,The app is okay but has too many glitches.,12,iPhone 11,10.210.7,Germany,0.0,Entertainment
270,Zoom,40,2023-02-19,1,Worst experience. Constantly crashes during meetings.,15,iPhone SE,2.239.0,France,0.0,Business
271,Clash of Clans,53,2023-06-28,5,Super fun and addictive! Can't stop playing.,74,iPhone 13,10.91.16,India,6.21,Games
272,TikTok,60,2024-02-23,1,"Decent, but needs more content.",44,iPhone SE,4.77.5,France,0.0,Entertainment
273,Instagram,52,2023-04-14,3,"Good app, but too many ads.",56,iPhone 12,5.12.9,Canada,0.0,Social
274,WhatsApp,59,2023-01-02,5,Amazing app! Helps me stay connected with friends and family.,93,iPhone X,1.136.12,UK,9.58,Social
275,Clash of Clans,45,2023-01-16,5,Super fun and addictive! Can't stop playing.,82,iPhone 13,9.132.1,Canada,16.9,Games
276,Candy Crush Saga,26,2024-09-04,3,Too many ads interrupting the game.,38,iPhone 14,8.252.12,Germany,0.0,Games
277,Zoom,34,2023-06-16,5,Perfect for remote meetings! Stable and reliable.,91,iPhone 12,10.63.14,France,0.0,Business
278,Instagram,34,2024-03-09,3,Could be better. The app crashes frequently.,21,iPhone 14,5.169.19,Canada,0.0,Social
279,Candy Crush Saga,42,2023-10-17,5,Super fun and addictive! Can't stop playing.,92,iPhone 14,3.204.11,Mexico,7.64,Games
280,Zoom,58,2024-04-21,4,"Good app, but has minor bugs.",62,iPhone 11,7.279.19,Mexico,0.0,Business
281,Headspace,29,2023-02-16,2,"Good, but the premium content is expensive.",69,iPhone X,8.123.8,Mexico,0.0,Health
282,WhatsApp,20,2024-01-15,2,Could be better. The app crashes frequently.,24,iPhone 12,9.67.20,US,7.31,Social
283,Headspace,42,2022-12-31,5,Very helpful for meditation and mental health.,95,iPhone X,5.61.10,France,0.0,Health
284,Spotify,50,2023-08-30,1,Not worth it. Limited music selection.,13,iPhone SE,5.97.8,Mexico,6.87,Music
285,Zoom,46,2024-04-10,2,Worst experience. Constantly crashes during meetings.,19,iPhone 14,6.267.6,Canada,11.3,Business
286,Instagram,33,2024-03-20,3,Could be better. The app crashes frequently.,16,iPhone 14,5.245.13,France,0.0,Social
287,Audible,18,2022-10-27,4,Amazing app for audiobooks! Huge selection.,90,iPhone X,5.283.17,Canada,0.0,Books
288,Clash of Clans,34,2023-07-29,3,Super fun and addictive! Can't stop playing.,83,iPhone SE,2.112.18,Mexico,0.0,Games
289,Audible,52,2023-12-20,3,"Good, but needs more features for listeners.",30,iPhone SE,5.207.6,Germany,11.94,Books
290,Duolingo,27,2024-08-20,5,Excellent for learning new skills!,84,iPhone 14,7.156.16,France,0.0,Education
291,Candy Crush Saga,29,2024-09-20,5,Super fun and addictive! Can't stop playing.,78,iPhone X,4.67.13,France,11.78,Games
292,Candy Crush Saga,33,2024-01-27,3,"Fun, but it gets repetitive after a while.",40,iPhone 11,1.172.2,Canada,14.03,Games
293,Spotify,19,2022-12-09,4,"Great music collection, but needs offline mode.",73,iPhone 12,9.241.5,Australia,11.09,Music
294,Instagram,40,2023-03-28,4,"Great app, but sometimes it lags.",71,iPhone SE,3.235.0,UK,0.0,Social
295,Candy Crush Saga,56,2024-03-11,5,"Great game, but too many in-game purchases.",56,iPhone 14,7.103.1,Australia,8.35,Games
296,Spotify,42,2023-12-04,4,Love the app! Best place for music.,87,iPhone SE,3.130.0,UK,10.33,Music
297,Spotify,31,2023-12-09,5,"Great music collection, but needs offline mode.",55,iPhone 14,4.148.4,Canada,10.94,Music
298,Audible,32,2023-02-26,4,"Great app, but it's a bit pricey.",58,iPhone 12,4.6.17,US,8.33,Books
299,Candy Crush Saga,44,2024-07-22,2,Not worth the download. Keeps crashing.,9,iPhone 13,7.180.10,France,13.66,Games
300,Duolingo,51,2023-04-02,3,"Useful, but some content is outdated.",46,iPhone 12,9.198.12,India,9.63,Education
301,TikTok,43,2023-06-02,1,Terrible! Hard to navigate and slow.,6,iPhone X,6.172.15,India,0.0,Entertainment
302,Instagram,18,2024-08-22,1,"Good app, but too many ads.",35,iPhone SE,3.215.5,France,0.0,Social
303,Spotify,20,2023-01-23,5,Love the app! Best place for music.,91,iPhone 13,1.162.10,Germany,0.0,Music
304,Zoom,23,2024-05-11,3,Keeps disconnecting during calls.,10,iPhone 14,9.119.10,Canada,0.0,Business
305,TikTok,22,2024-04-02,4,"Good app, but the ads are annoying.",71,iPhone 12,4.196.0,Germany,3.77,Entertainment
306,WhatsApp,31,2024-01-16,4,"Great app, but sometimes it lags.",67,iPhone 12,6.170.11,Canada,0.0,Social
307,Duolingo,59,2023-08-11,2,Not engaging enough. Needs more updates.,14,iPhone 12,8.76.2,France,0.0,Education
308,Audible,41,2024-06-13,3,"It's okay, but some audiobooks won't play.",23,iPhone 14,2.137.13,Mexico,11.23,Books
309,Audible,60,2023-05-08,3,"Good, but needs more features for listeners.",34,iPhone X,10.159.19,Canada,11.32,Books
310,WhatsApp,24,2023-04-01,2,Terrible experience. The app doesn't work properly.,2,iPhone 13,3.109.4,UK,5.44,Social
311,Clash of Clans,52,2024-05-20,3,Super fun and addictive! Can't stop playing.,94,iPhone SE,8.191.18,Canada,0.0,Games
312,Headspace,59,2023-01-15,5,Very helpful for meditation and mental health.,76,iPhone 12,1.216.17,Germany,0.0,Health
313,Clash of Clans,39,2023-04-11,4,"Great game, but too many in-game purchases.",64,iPhone 11,6.172.3,France,0.0,Games
314,Audible,34,2024-07-02,3,"Good, but needs more features for listeners.",50,iPhone 11,7.282.14,UK,0.0,Books
315,Duolingo,28,2022-12-29,5,"Good educational app, but can be improved.",80,iPhone 13,6.154.6,France,11.71,Education
316,Zoom,40,2023-10-05,3,Perfect for remote meetings! Stable and reliable.,81,iPhone SE,5.136.17,US,5.05,Business
317,Spotify,52,2024-05-11,3,"The app is okay, but it crashes often.",24,iPhone 13,6.195.10,France,11.65,Music
318,Audible,59,2024-06-18,5,"Great app, but it's a bit pricey.",51,iPhone 14,8.197.17,India,14.65,Books
319,TikTok,57,2023-02-19,2,The app is okay but has too many glitches.,35,iPhone 14,1.248.6,India,9.9,Entertainment
320,Clash of Clans,51,2023-05-07,1,Too many ads interrupting the game.,38,iPhone SE,4.87.8,India,0.0,Games
321,Instagram,18,2023-12-24,2,Could be better. The app crashes frequently.,28,iPhone 11,5.80.3,Canada,0.0,Social
322,Duolingo,39,2023-11-25,1,Disappointing. Hard to follow and buggy.,8,iPhone 11,6.138.18,Germany,14.75,Education
323,Instagram,46,2023-01-14,3,"Good app, but too many ads.",31,iPhone 12,6.64.9,Canada,9.18,Social
324,TikTok,39,2023-05-15,4,"Decent, but needs more content.",36,iPhone 13,10.133.18,France,9.62,Entertainment
325,Zoom,46,2024-03-14,4,"Good app, but has minor bugs.",66,iPhone 11,9.136.16,India,13.54,Business
326,Spotify,47,2023-05-10,4,"Good, but has connection issues sometimes.",47,iPhone 14,7.91.16,Canada,11.3,Music
327,Candy Crush Saga,31,2023-11-12,2,"Great game, but too many in-game purchases.",56,iPhone X,2.145.3,UK,6.0,Games
328,Clash of Clans,45,2023-08-17,2,Not worth the download. Keeps crashing.,13,iPhone 13,1.66.16,France,0.0,Games
329,Audible,44,2023-07-04,4,"Good, but needs more features for listeners.",39,iPhone 13,4.255.10,Germany,0.0,Books
330,Instagram,47,2022-12-30,2,"Great app, but sometimes it lags.",79,iPhone X,2.252.11,UK,12.58,Social
331,Spotify,44,2024-08-29,1,Not worth it. Limited music selection.,13,iPhone 12,2.233.20,Canada,8.41,Music
332,Headspace,35,2024-02-24,4,"Good, but the premium content is expensive.",78,iPhone X,6.230.6,France,5.59,Health
333,Audible,20,2024-03-31,4,"Great app, but it's a bit pricey.",50,iPhone 12,4.144.6,US,9.86,Books
334,Duolingo,47,2023-06-18,3,"Useful, but some content is outdated.",46,iPhone 14,2.31.7,UK,0.0,Education
335,Spotify,52,2023-09-01,5,Love the app! Best place for music.,85,iPhone 12,2.194.13,France,0.0,Music
336,Audible,57,2023-07-13,5,Amazing app for audiobooks! Huge selection.,86,iPhone 12,6.110.19,Canada,12.49,Books
337,WhatsApp,23,2024-07-15,4,"Great app, but sometimes it lags.",72,iPhone 11,5.15.18,Canada,13.06,Social
338,TikTok,23,2022-11-25,5,Awesome app! Best entertainment content.,95,iPhone 13,2.234.5,Germany,0.0,Entertainment
339,WhatsApp,51,2024-03-27,4,"Great app, but sometimes it lags.",79,iPhone X,3.39.16,US,0.0,Social
340,WhatsApp,56,2024-04-29,3,"Good app, but too many ads.",51,iPhone 11,3.164.17,France,12.65,Social
341,WhatsApp,52,2023-03-08,2,Could be better. The app crashes frequently.,35,iPhone X,4.268.7,Canada,0.0,Social
342,Headspace,56,2023-09-26,4,"Good, but the premium content is expensive.",65,iPhone 11,6.109.7,India,0.0,Health
343,Candy Crush Saga,44,2024-08-10,3,"Fun, but it gets repetitive after a while.",54,iPhone 13,4.129.4,India,0.0,Games
344,Duolingo,23,2023-08-27,4,"Good educational app, but can be improved.",79,iPhone 11,2.255.0,UK,12.78,Education
345,Headspace,47,2024-06-27,1,Not helpful at all. Content is repetitive.,6,iPhone SE,8.69.4,Canada,10.73,Health
346,TikTok,58,2024-08-21,4,"Decent, but needs more content.",41,iPhone 13,6.300.20,UK,0.0,Entertainment
347,Zoom,29,2024-09-07,5,"Good app, but has minor bugs.",70,iPhone 13,9.109.13,UK,0.0,Business
348,TikTok,39,2024-04-25,4,"Good app, but the ads are annoying.",76,iPhone 11,4.200.9,Australia,3.77,Entertainment
349,Audible,43,2024-08-26,1,"Good, but needs more features for listeners.",57,iPhone SE,6.283.8,Canada,0.0,Books
350,Clash of Clans,31,2023-04-26,1,Not worth the download. Keeps crashing.,0,iPhone 12,1.85.2,Canada,0.0,Games
351,Candy Crush Saga,21,2024-07-18,2,Too many ads interrupting the game.,21,iPhone 12,7.27.10,India,6.66,Games
352,Zoom,43,2023-01-21,2,Keeps disconnecting during calls.,29,iPhone 12,5.278.18,Canada,0.0,Business
353,Spotify,48,2024-07-17,5,Love the app! Best place for music.,98,iPhone 11,9.202.10,India,9.95,Music
354,Headspace,42,2024-04-03,3,"Decent, but lacks variety in sessions.",51,iPhone 11,4.56.1,US,0.0,Health
355,Spotify,25,2023-04-02,2,"Great music collection, but needs offline mode.",60,iPhone SE,1.258.2,Canada,7.58,Music
356,WhatsApp,20,2023-11-23,5,"Great app, but sometimes it lags.",71,iPhone 14,7.74.15,France,0.0,Social
357,Clash of Clans,55,2024-09-28,1,Not worth the download. Keeps crashing.,15,iPhone SE,2.137.13,US,14.76,Games
358,Audible,35,2023-12-12,5,Amazing app for audiobooks! Huge selection.,91,iPhone SE,5.272.0,India,6.61,Books
359,Instagram,52,2023-05-29,5,Amazing app! Helps me stay connected with friends and family.,98,iPhone 14,2.88.12,Mexico,0.0,Social
360,Zoom,50,2024-01-27,1,Worst experience. Constantly crashes during meetings.,20,iPhone SE,2.108.16,France,8.16,Business
361,Duolingo,41,2024-08-19,5,Excellent for learning new skills!,94,iPhone 14,3.181.1,Canada,6.77,Education
362,Clash of Clans,27,2023-07-26,5,Super fun and addictive! Can't stop playing.,100,iPhone 13,2.299.12,Canada,12.37,Games
363,Instagram,38,2024-05-06,5,Amazing app! Helps me stay connected with friends and family.,100,iPhone 13,1.270.15,Germany,0.0,Social
364,Candy Crush Saga,34,2023-07-20,1,Too many ads interrupting the game.,14,iPhone SE,1.98.1,UK,11.11,Games
365,Spotify,27,2023-06-27,2,"The app is okay, but it crashes often.",32,iPhone 13,6.87.3,US,0.0,Music
366,Duolingo,42,2023-12-29,3,"Useful, but some content is outdated.",37,iPhone 12,10.32.1,Mexico,0.0,Education
367,Headspace,20,2024-06-27,4,"Good, but the premium content is expensive.",57,iPhone 11,7.65.18,UK,11.29,Health
368,Audible,25,2023-02-01,5,Amazing app for audiobooks! Huge selection.,74,iPhone 12,2.141.13,Mexico,7.41,Books
369,TikTok,32,2023-01-06,2,Terrible! Hard to navigate and slow.,10,iPhone 14,2.163.12,US,6.41,Entertainment
370,Audible,27,2024-01-01,5,"Great app, but it's a bit pricey.",65,iPhone 14,8.115.18,Canada,7.3,Books
371,Clash of Clans,36,2024-06-25,1,Not worth the download. Keeps crashing.,11,iPhone 14,3.264.12,India,8.82,Games
372,Clash of Clans,30,2024-04-16,5,Super fun and addictive! Can't stop playing.,78,iPhone 12,10.215.2,UK,0.0,Games
373,Audible,41,2023-11-15,3,"It's okay, but some audiobooks won't play.",27,iPhone 13,1.230.11,Germany,14.41,Books
374,Instagram,37,2023-12-03,2,Could be better. The app crashes frequently.,38,iPhone 11,3.218.10,Canada,5.83,Social
375,Zoom,46,2023-08-31,2,Keeps disconnecting during calls.,16,iPhone SE,10.130.7,Australia,9.67,Business
376,Duolingo,30,2023-09-05,1,Disappointing. Hard to follow and buggy.,14,iPhone 11,4.62.18,Canada,8.92,Education
377,Audible,59,2023-01-17,1,Terrible. Very limited selection of books.,18,iPhone 14,5.72.16,UK,0.0,Books
378,WhatsApp,44,2023-07-04,5,Amazing app! Helps me stay connected with friends and family.,87,iPhone 14,8.279.10,Australia,13.58,Social
379,Audible,32,2023-12-13,5,Amazing app for audiobooks! Huge selection.,95,iPhone 12,2.287.9,UK,9.4,Books
380,Instagram,47,2023-05-11,1,Terrible experience. The app doesn't work properly.,14,iPhone 12,7.129.11,Canada,0.0,Social
381,Candy Crush Saga,46,2024-02-05,2,Too many ads interrupting the game.,37,iPhone 14,2.286.10,UK,14.17,Games
382,Clash of Clans,30,2023-03-26,4,"Fun, but it gets repetitive after a while.",37,iPhone 13,1.162.0,Germany,17.89,Games
383,TikTok,56,2023-07-07,5,Awesome app! Best entertainment content.,90,iPhone 13,4.113.6,Germany,3.8,Entertainment
384,Headspace,50,2023-02-01,3,"Decent, but lacks variety in sessions.",57,iPhone 14,2.270.5,France,0.0,Health
385,Audible,34,2023-03-14,2,"It's okay, but some audiobooks won't play.",23,iPhone SE,1.109.6,UK,11.27,Books
386,WhatsApp,46,2023-11-09,1,Terrible experience. The app doesn't work properly.,4,iPhone SE,5.13.17,Germany,0.0,Social
387,TikTok,20,2024-08-11,3,"Decent, but needs more content.",37,iPhone X,9.40.19,Mexico,5.33,Entertainment
388,Clash of Clans,18,2023-09-16,1,Not worth the download. Keeps crashing.,8,iPhone SE,8.124.14,France,8.66,Games
389,WhatsApp,53,2023-11-13,5,Amazing app! Helps me stay connected with friends and family.,96,iPhone 14,10.90.13,Mexico,0.0,Social
390,Candy Crush Saga,28,2023-09-30,2,Not worth the download. Keeps crashing.,10,iPhone 14,7.57.8,Canada,18.7,Games
391,WhatsApp,34,2024-06-23,5,Amazing app! Helps me stay connected with friends and family.,90,iPhone 12,5.139.3,France,9.88,Social
392,Audible,50,2022-11-12,3,"Great app, but it's a bit pricey.",78,iPhone SE,7.32.18,Canada,0.0,Books
393,Spotify,58,2023-07-30,5,Love the app! Best place for music.,73,iPhone 13,3.183.15,India,7.87,Music
394,Candy Crush Saga,40,2024-04-11,3,"Fun, but it gets repetitive after a while.",47,iPhone 14,9.158.20,Australia,9.04,Games
395,Duolingo,27,2023-06-30,5,Excellent for learning new skills!,92,iPhone 11,2.293.4,India,13.22,Education
396,Audible,39,2024-05-08,5,Amazing app for audiobooks! Huge selection.,92,iPhone 14,8.106.0,India,14.12,Books
397,Audible,31,2022-12-14,2,Terrible. Very limited selection of books.,4,iPhone 14,8.98.5,France,14.17,Books
398,TikTok,51,2022-12-05,2,The app is okay but has too many glitches.,12,iPhone 11,2.77.8,India,4.12,Entertainment
399,WhatsApp,46,2023-02-08,1,Terrible experience. The app doesn't work properly.,9,iPhone 12,5.127.20,Mexico,11.58,Social
400,Instagram,47,2023-06-17,2,Could be better. The app crashes frequently.,36,iPhone 11,4.275.20,Australia,13.48,Social
401,Audible,24,2023-05-21,5,Amazing app for audiobooks! Huge selection.,83,iPhone 11,10.136.16,India,0.0,Books
402,Spotify,29,2023-06-14,1,Not worth it. Limited music selection.,5,iPhone 11,2.293.2,Germany,0.0,Music
403,Instagram,42,2023-10-24,1,Terrible experience. The app doesn't work properly.,20,iPhone 11,9.246.1,Australia,0.0,Social
404,WhatsApp,18,2023-04-02,1,Terrible experience. The app doesn't work properly.,5,iPhone 14,4.45.20,France,0.0,Social
405,Audible,21,2023-06-17,2,"It's okay, but some audiobooks won't play.",18,iPhone 13,8.271.8,US,13.3,Books
406,Clash of Clans,29,2023-07-09,1,Not worth the download. Keeps crashing.,18,iPhone 13,4.87.15,France,11.62,Games
407,TikTok,23,2022-10-20,3,"Decent, but needs more content.",40,iPhone 14,2.207.5,Australia,9.36,Entertainment
408,Spotify,45,2023-05-17,4,"Great music collection, but needs offline mode.",54,iPhone 12,9.282.6,Germany,14.1,Music
409,WhatsApp,40,2024-09-08,1,Terrible experience. The app doesn't work properly.,20,iPhone 11,1.122.15,India,13.97,Social
410,Headspace,18,2023-05-26,1,Not helpful at all. Content is repetitive.,6,iPhone SE,8.95.1,India,0.0,Health
411,Spotify,59,2023-10-30,5,Love the app! Best place for music.,73,iPhone 12,9.183.10,US,0.0,Music
412,Headspace,21,2023-11-10,3,Could be better. Some sessions don't work.,40,iPhone 13,7.215.18,India,14.18,Health
413,Headspace,60,2023-07-02,3,"Decent, but lacks variety in sessions.",51,iPhone 14,4.286.16,Germany,0.0,Health
414,Clash of Clans,37,2023-02-21,1,Too many ads interrupting the game.,23,iPhone X,7.261.18,Australia,10.2,Games
415,Duolingo,29,2023-05-07,1,Disappointing. Hard to follow and buggy.,11,iPhone 13,10.23.4,France,7.91,Education
416,TikTok,35,2022-12-01,1,Terrible! Hard to navigate and slow.,15,iPhone 12,2.217.5,India,9.99,Entertainment
417,Spotify,43,2023-07-27,1,Not worth it. Limited music selection.,20,iPhone 12,2.98.16,Mexico,0.0,Music
418,Duolingo,40,2023-04-17,3,"Useful, but some content is outdated.",57,iPhone 12,10.153.20,US,0.0,Education
419,Spotify,36,2023-07-02,1,Not worth it. Limited music selection.,13,iPhone 11,1.240.17,UK,9.97,Music
420,Audible,20,2022-11-14,5,Amazing app for audiobooks! Huge selection.,96,iPhone 11,2.227.5,UK,0.0,Books
421,Clash of Clans,51,2023-12-10,3,"Fun, but it gets repetitive after a while.",57,iPhone SE,6.142.17,UK,0.0,Games
422,Zoom,36,2023-05-20,4,Perfect for remote meetings! Stable and reliable.,96,iPhone X,6.0.10,France,7.89,Business
423,Spotify,53,2023-05-08,5,"Great music collection, but needs offline mode.",52,iPhone 14,10.257.2,Canada,0.0,Music
424,Duolingo,22,2024-03-31,4,"Useful, but some content is outdated.",43,iPhone 13,3.200.0,Germany,6.89,Education
425,Instagram,24,2024-04-12,1,Terrible experience. The app doesn't work properly.,16,iPhone 13,4.85.3,Australia,0.0,Social
426,WhatsApp,18,2023-12-08,2,Could be better. The app crashes frequently.,13,iPhone 14,10.49.17,US,0.0,Social
427,Audible,49,2024-06-22,5,"Great app, but it's a bit pricey.",53,iPhone 13,5.208.15,US,0.0,Books
428,TikTok,30,2024-05-17,3,"Decent, but needs more content.",36,iPhone 13,5.278.9,Mexico,0.0,Entertainment
429,Zoom,38,2023-12-11,1,Worst experience. Constantly crashes during meetings.,11,iPhone 11,6.104.9,Canada,7.37,Business
430,WhatsApp,49,2023-02-21,3,"Great app, but sometimes it lags.",73,iPhone SE,1.81.12,US,0.0,Social
431,Instagram,28,2023-06-27,4,"Great app, but sometimes it lags.",70,iPhone 12,1.19.20,France,0.0,Social
432,Audible,58,2023-01-04,3,"Great app, but it's a bit pricey.",79,iPhone X,8.196.13,US,11.35,Books
433,Candy Crush Saga,35,2022-12-29,5,Super fun and addictive! Can't stop playing.,76,iPhone X,9.33.8,France,0.0,Games
434,Candy Crush Saga,22,2024-01-13,2,Not worth the download. Keeps crashing.,8,iPhone 13,8.109.2,US,17.24,Games
435,Zoom,29,2024-09-28,4,"Good app, but has minor bugs.",70,iPhone 14,1.235.14,Canada,10.61,Business
436,Spotify,45,2023-05-09,4,"Great music collection, but needs offline mode.",61,iPhone X,7.41.20,India,0.0,Music
437,TikTok,57,2023-08-17,1,Terrible! Hard to navigate and slow.,15,iPhone 11,9.102.3,France,9.2,Entertainment
438,TikTok,18,2023-11-03,2,"Good app, but the ads are annoying.",60,iPhone SE,5.69.20,US,9.15,Entertainment
439,Zoom,21,2023-07-02,5,Perfect for remote meetings! Stable and reliable.,78,iPhone 13,5.104.8,Germany,0.0,Business
440,WhatsApp,20,2023-10-26,4,"Good app, but too many ads.",44,iPhone 14,9.287.7,France,5.55,Social
441,Headspace,21,2022-12-13,3,Very helpful for meditation and mental health.,98,iPhone SE,1.116.6,India,0.0,Health
442,Candy Crush Saga,57,2023-06-19,3,"Fun, but it gets repetitive after a while.",56,iPhone SE,1.7.8,UK,19.97,Games
443,Zoom,25,2024-03-06,3,"Works fine, but the interface could be better.",31,iPhone 14,1.236.0,UK,0.0,Business
444,Candy Crush Saga,33,2024-01-26,1,Not worth the download. Keeps crashing.,4,iPhone 14,4.49.7,France,14.13,Games
445,TikTok,28,2024-08-27,4,"Good app, but the ads are annoying.",61,iPhone 11,8.76.7,US,0.0,Entertainment
446,Clash of Clans,37,2022-11-04,5,Super fun and addictive! Can't stop playing.,83,iPhone 12,8.3.6,UK,18.37,Games
447,Candy Crush Saga,23,2024-09-28,3,Too many ads interrupting the game.,18,iPhone 14,7.238.12,Germany,15.91,Games
448,Headspace,32,2022-11-26,5,Very helpful for meditation and mental health.,82,iPhone 11,2.53.18,Germany,0.0,Health
449,WhatsApp,40,2024-02-09,2,Terrible experience. The app doesn't work properly.,15,iPhone 13,6.64.10,Canada,0.0,Social
450,Candy Crush Saga,60,2022-12-17,1,Not worth the download. Keeps crashing.,10,iPhone 12,4.280.0,France,10.99,Games
451,TikTok,21,2023-04-30,1,The app is okay but has too many glitches.,24,iPhone X,1.261.13,UK,0.0,Entertainment
452,Duolingo,60,2023-12-17,1,Not engaging enough. Needs more updates.,18,iPhone SE,10.2.5,Australia,8.89,Education
453,Clash of Clans,26,2022-12-16,1,Not worth the download. Keeps crashing.,7,iPhone 12,5.198.8,US,17.58,Games
454,Candy Crush Saga,53,2023-01-29,3,"Fun, but it gets repetitive after a while.",51,iPhone 12,6.274.4,US,7.75,Games
455,Headspace,57,2024-01-29,1,Not helpful at all. Content is repetitive.,3,iPhone SE,7.267.17,Mexico,0.0,Health
456,Candy Crush Saga,24,2024-02-15,4,"Fun, but it gets repetitive after a while.",57,iPhone 13,4.180.20,Germany,12.58,Games
457,Spotify,46,2023-04-20,4,"Great music collection, but needs offline mode.",60,iPhone 14,6.277.15,Mexico,8.52,Music
458,Headspace,38,2024-02-25,4,"Decent, but lacks variety in sessions.",38,iPhone 13,1.300.8,US,9.84,Health
459,Clash of Clans,38,2024-03-16,4,"Great game, but too many in-game purchases.",60,iPhone 12,1.78.1,US,0.0,Games
460,Candy Crush Saga,25,2023-01-27,2,Not worth the download. Keeps crashing.,6,iPhone 14,2.4.3,Germany,0.0,Games
